,educ,docc03,wageotc,count,wbhaom,female,region,age,citistat
15593,High school,Architecture and engineering occupations,20.100000381469727,15754.1142578125,Black,Female,South,25-35 yr,"Native, born in US"
15594,High school,Community and social service occupations,13.46150016784668,12801.2802734375,White,Male,South,<25 yr,"Native, born in US"
15595,Some college,Management occupations,36.05750274658203,7039.43359375,White,Male,South,55-65 yr,"Native, born in Puerto Rico or other US island areas"
15596,Some college,Transportation and material moving occupations,22.0,7997.31396484375,Asian,Female,South,55-65 yr,"Native, born in US"
15597,High school,Sales and related occupations,12.936127834435057,18033.7587890625,Multiple races,Male,West,<25 yr,"Native, born in US"
15598,Some college,Computer and mathematical science occupations,9.142857551574707,4044.08984375,Multiple races,Female,West,25-35 yr,"Native, born abroad with American parent(s)"
15599,Advanced,"Education, training, and library occupations",37.521774552750045,10880.059326171875,Asian,Female,West,55-65 yr,"Foreign born, naturalized US citizen"
15600,College,Transportation and material moving occupations,15.34000015258789,2227.446533203125,Asian,Male,West,35-45 yr,"Foreign born, naturalized US citizen"
15601,Some college,Sales and related occupations,24.024999618530273,2165.3955078125,White,Male,West,<25 yr,"Foreign born, naturalized US citizen"
15602,College,Legal occupations,43.210501338898396,7773.5478515625,White,Male,West,35-45 yr,"Native, born in US"
15603,Some college,"Education, training, and library occupations",38.0,2821.07421875,Native American,Female,West,35-45 yr,"Native, born in US"
15604,College,Healthcare support occupations,21.63450050354004,2568.60791015625,Asian,Female,West,25-35 yr,"Foreign born, naturalized US citizen"
15605,High school,Construction and extraction occupations,16.0,2260.423828125,Hispanic,Male,West,<25 yr,"Native, born in Puerto Rico or other US island areas"
15606,High school,Office and administrative support occupations,12.0,3339.8388671875,Hispanic,Male,West,<25 yr,"Native, born in Puerto Rico or other US island areas"
15607,Advanced,Community and social service occupations,22.417428970336914,1976.9820556640625,White,Male,West,55-65 yr,"Native, born abroad with American parent(s)"
15608,Some college,Sales and related occupations,17.886207044403783,4509.44580078125,Multiple races,Male,West,45-55 yr,"Native, born in US"
15609,High school,"Installation, maintenance, and repair occupations",40.0,2824.377197265625,Multiple races,Male,West,65+ yr,"Native, born in US"
15610,Less than high school,Food preparation and serving related occupations,9.0,3171.056396484375,Native American,Male,West,25-35 yr,"Native, born in US"
15611,College,Business and financial operations occupations,53.07680130004883,19995.97265625,Multiple races,Female,West,45-55 yr,"Native, born abroad with American parent(s)"
15612,Some college,Office and administrative support occupations,89.45929510451627,18397.35693359375,Black,Male,West,55-65 yr,"Native, born in US"
15613,Some college,Personal care and service occupations,16.5,10379.4208984375,Black,Male,West,65+ yr,"Native, born in US"
15614,College,Management occupations,50.29200076355605,46967.5693359375,White,Female,West,45-55 yr,"Foreign born, naturalized US citizen"
15615,Less than high school,Personal care and service occupations,11.5,12671.90625,Black,Female,West,55-65 yr,"Native, born in US"
15616,College,Production occupations,19.230714797973633,17427.142578125,White,Male,West,35-45 yr,"Foreign born, naturalized US citizen"
15617,Advanced,Sales and related occupations,98.13504190217428,32136.173828125,Black,Male,West,45-55 yr,"Native, born in US"
15618,Advanced,Business and financial operations occupations,39.27735149013846,36388.916015625,Asian,Male,West,25-35 yr,"Foreign born, not a US citizen"
15619,High school,Management occupations,67.5,18704.19140625,Native American,Female,West,55-65 yr,"Native, born in US"
15620,College,Protective service occupations,24.149999618530273,21162.681640625,Hispanic,Male,West,25-35 yr,"Foreign born, naturalized US citizen"
15621,Advanced,Management occupations,56.25,15496.1015625,Black,Female,West,45-55 yr,"Native, born in Puerto Rico or other US island areas"
15622,Less than high school,Building and grounds cleaning and maintenance occupations,12.5,16647.203125,Black,Female,West,25-35 yr,"Foreign born, naturalized US citizen"
15623,Advanced,Healthcare practitioner and technical occupations,32.19883319456784,28250.880859375,Hispanic,Male,West,55-65 yr,"Native, born in US"
15624,Some college,Healthcare practitioner and technical occupations,76.38400268554688,19022.5,White,Male,West,55-65 yr,"Foreign born, naturalized US citizen"
15625,Some college,Food preparation and serving related occupations,13.815528840682962,24768.478515625,Hispanic,Female,West,55-65 yr,"Foreign born, not a US citizen"
15626,College,"Life, physical, and social science occupations",46.51193048022542,15248.236694335938,White,Female,West,65+ yr,"Native, born in US"
15627,College,Community and social service occupations,7.045454502105713,7369.40673828125,White,Female,South,35-45 yr,"Native, born abroad with American parent(s)"
15628,College,Business and financial operations occupations,32.30591409727687,55296.46044921875,Black,Male,South,25-35 yr,"Foreign born, naturalized US citizen"
15629,College,Healthcare support occupations,12.0,5711.42626953125,Black,Female,South,<25 yr,"Foreign born, not a US citizen"
15630,College,Business and financial operations occupations,20.87997139682533,21782.41845703125,Asian,Female,South,35-45 yr,"Native, born in US"
15631,Some college,Production occupations,20.0,7734.59716796875,Multiple races,Male,South,35-45 yr,"Native, born in US"
15632,High school,Production occupations,22.600000381469727,5259.2802734375,White,Female,South,55-65 yr,"Foreign born, not a US citizen"
15633,Less than high school,Sales and related occupations,10.0,6922.54638671875,Multiple races,Male,South,<25 yr,"Native, born in US"
15634,High school,Business and financial operations occupations,17.5,7246.287109375,Multiple races,Female,South,35-45 yr,"Native, born in US"
15635,College,Sales and related occupations,13.449999809265137,15264.927734375,Asian,Male,West,65+ yr,"Foreign born, naturalized US citizen"
15636,College,Construction and extraction occupations,28.845998764038086,17513.6171875,Hispanic,Male,West,45-55 yr,"Foreign born, naturalized US citizen"
15637,High school,Production occupations,17.716917592471194,38806.162109375,Asian,Female,West,35-45 yr,"Foreign born, naturalized US citizen"
15638,Less than high school,Office and administrative support occupations,16.0,21272.55078125,Black,Male,West,55-65 yr,"Native, born in US"
15639,Some college,Sales and related occupations,19.10227272601388,57514.19921875,Hispanic,Female,West,35-45 yr,"Foreign born, not a US citizen"
15640,College,Building and grounds cleaning and maintenance occupations,10.0,19723.853515625,Hispanic,Female,West,25-35 yr,"Foreign born, not a US citizen"
15641,Some college,Healthcare support occupations,17.459676868348215,22911.5810546875,Asian,Female,West,45-55 yr,"Native, born abroad with American parent(s)"
15642,Some college,Healthcare support occupations,9.365853309631348,14252.2744140625,Asian,Male,West,<25 yr,"Native, born abroad with American parent(s)"
15643,Some college,Healthcare support occupations,12.5,14252.2744140625,Asian,Male,West,25-35 yr,"Native, born abroad with American parent(s)"
15644,Some college,Healthcare support occupations,18.0,16761.083984375,Asian,Female,West,25-35 yr,"Native, born abroad with American parent(s)"
15645,High school,Production occupations,18.93741719599593,28941.6484375,Asian,Male,West,65+ yr,"Foreign born, naturalized US citizen"
15646,High school,Sales and related occupations,14.0,22978.115234375,Multiple races,Male,West,45-55 yr,"Foreign born, not a US citizen"
15647,Less than high school,Sales and related occupations,14.847849649767964,35166.64294433594,White,Female,West,55-65 yr,"Native, born in US"
15648,Some college,Protective service occupations,31.21689898520919,28062.39453125,White,Male,West,45-55 yr,"Foreign born, naturalized US citizen"
15649,Some college,Management occupations,26.517240524291992,19320.76953125,Hispanic,Male,West,35-45 yr,"Native, born abroad with American parent(s)"
15650,High school,Sales and related occupations,14.5,17599.21484375,Asian,Female,West,55-65 yr,"Foreign born, not a US citizen"
15651,Some college,"Education, training, and library occupations",13.252443944800051,40297.021484375,Hispanic,Female,West,45-55 yr,"Foreign born, naturalized US citizen"
15652,High school,Production occupations,16.0,12841.0869140625,Asian,Female,West,35-45 yr,"Foreign born, not a US citizen"
15653,High school,"Life, physical, and social science occupations",16.88414088546705,22444.15576171875,White,Female,West,25-35 yr,"Native, born in US"
15654,Advanced,Community and social service occupations,17.0,12278.1201171875,White,Female,West,45-55 yr,"Foreign born, naturalized US citizen"
15655,High school,Sales and related occupations,24.758223386580436,26815.0654296875,Asian,Male,West,35-45 yr,"Native, born in US"
15656,High school,Office and administrative support occupations,22.0,11885.5048828125,Asian,Male,West,45-55 yr,"Foreign born, naturalized US citizen"
15657,College,Legal occupations,40.375,19476.96875,Hispanic,Female,West,35-45 yr,"Native, born in US"
15658,College,"Installation, maintenance, and repair occupations",67.30750274658203,15194.0458984375,Asian,Male,West,65+ yr,"Foreign born, naturalized US citizen"
15659,High school,Protective service occupations,14.0,10252.6435546875,Asian,Male,West,<25 yr,"Foreign born, naturalized US citizen"
15660,High school,"Education, training, and library occupations",53.02954093560224,14025.185913085938,White,Male,West,65+ yr,"Native, born in US"
15661,High school,Healthcare support occupations,25.0,17796.40625,Asian,Male,West,25-35 yr,"Native, born in US"
15662,Less than high school,Architecture and engineering occupations,34.61524963378906,16725.154296875,White,Female,West,25-35 yr,"Native, born in US"
15663,Less than high school,Computer and mathematical science occupations,31.730749130249023,16460.67578125,White,Male,West,25-35 yr,"Native, born in US"
15664,Some college,Office and administrative support occupations,17.0,16789.13671875,White,Female,West,55-65 yr,"Foreign born, naturalized US citizen"
15665,Advanced,Sales and related occupations,11.5,16331.8359375,Hispanic,Female,West,25-35 yr,"Native, born in US"
15666,High school,Computer and mathematical science occupations,11.833333015441895,14257.7333984375,White,Female,West,55-65 yr,"Foreign born, naturalized US citizen"
15667,Less than high school,Management occupations,24.79887202308675,31052.033203125,Hispanic,Female,West,45-55 yr,"Foreign born, not a US citizen"
15668,College,Construction and extraction occupations,9.426994547429906,47276.30078125,Black,Male,West,25-35 yr,"Native, born in US"
15669,Some college,Healthcare support occupations,20.75752215625196,43063.826416015625,Asian,Female,West,35-45 yr,"Foreign born, naturalized US citizen"
15670,College,"Education, training, and library occupations",35.57674789428711,17384.158203125,Asian,Male,West,35-45 yr,"Foreign born, naturalized US citizen"
15671,College,Office and administrative support occupations,21.78841146585015,35693.357421875,Hispanic,Male,West,35-45 yr,"Foreign born, not a US citizen"
15672,Advanced,Community and social service occupations,50.0,11330.3232421875,Black,Female,West,65+ yr,"Native, born in US"
15673,Some college,Business and financial operations occupations,14.504489539792097,29833.3447265625,Multiple races,Female,West,55-65 yr,"Native, born in US"
15674,Some college,"Education, training, and library occupations",15.0,26956.53125,Multiple races,Female,West,<25 yr,"Native, born in US"
15675,High school,Healthcare support occupations,12.0,22632.6171875,Asian,Female,West,55-65 yr,"Foreign born, not a US citizen"
15676,High school,Architecture and engineering occupations,93.40815734863281,15466.091796875,Asian,Male,West,45-55 yr,"Foreign born, naturalized US citizen"
15677,Advanced,Sales and related occupations,76.92279815673828,16696.431640625,Asian,Male,West,65+ yr,"Native, born in US"
15678,College,Business and financial operations occupations,40.73457648247512,34514.54296875,Asian,Male,West,35-45 yr,"Foreign born, naturalized US citizen"
15679,Some college,Construction and extraction occupations,33.1468270710405,32644.548828125,White,Male,West,35-45 yr,"Foreign born, not a US citizen"
15680,High school,Personal care and service occupations,14.509087889766883,29479.8544921875,Asian,Female,West,<25 yr,"Native, born in US"
15681,High school,Office and administrative support occupations,15.116169468101827,54580.048095703125,Asian,Female,West,<25 yr,"Foreign born, not a US citizen"
15682,Some college,Business and financial operations occupations,17.760000228881836,17480.681640625,Asian,Male,West,35-45 yr,"Native, born abroad with American parent(s)"
15683,High school,Community and social service occupations,20.0,29489.189453125,Black,Female,West,<25 yr,"Native, born in US"
15684,College,Management occupations,23.14554012377282,23510.05322265625,Hispanic,Male,West,<25 yr,"Native, born in US"
15685,Less than high school,Construction and extraction occupations,36.0,14652.0263671875,White,Male,West,65+ yr,"Foreign born, not a US citizen"
15686,College,"Life, physical, and social science occupations",38.0,15896.9833984375,Hispanic,Male,West,55-65 yr,"Native, born in US"
15687,Some college,Transportation and material moving occupations,17.0,15623.990234375,White,Male,West,25-35 yr,"Foreign born, not a US citizen"
15688,Less than high school,Office and administrative support occupations,12.0,10310.23046875,Asian,Male,West,<25 yr,"Native, born in US"
15689,College,Healthcare support occupations,71.96628251230074,35211.6806640625,Asian,Male,West,<25 yr,"Native, born in US"
15690,Less than high school,Office and administrative support occupations,9.199999809265137,18676.322265625,Asian,Female,West,45-55 yr,"Foreign born, not a US citizen"
15691,Less than high school,Office and administrative support occupations,34.0,13170.521484375,Asian,Male,West,45-55 yr,"Foreign born, not a US citizen"
15692,College,"Installation, maintenance, and repair occupations",34.0,14026.451171875,Asian,Male,West,<25 yr,"Native, born in US"
15693,Some college,Sales and related occupations,37.5,21935.802734375,Multiple races,Male,West,25-35 yr,"Native, born in US"
15694,Some college,Healthcare practitioner and technical occupations,15.0,20380.873046875,Hispanic,Female,West,<25 yr,"Foreign born, naturalized US citizen"
15695,Some college,"Education, training, and library occupations",16.0,11414.115234375,Hispanic,Female,West,55-65 yr,"Foreign born, naturalized US citizen"
15696,High school,Architecture and engineering occupations,36.5,15902.2294921875,Hispanic,Male,West,45-55 yr,"Foreign born, not a US citizen"
15697,College,Computer and mathematical science occupations,28.845998764038086,13228.9765625,Asian,Male,West,<25 yr,"Foreign born, naturalized US citizen"
15698,Advanced,"Arts, design, entertainment, sports, and media occupations",19.230749130249023,18541.427734375,Multiple races,Female,West,35-45 yr,"Native, born in US"
15699,College,Management occupations,34.61520004272461,21935.802734375,Multiple races,Male,West,35-45 yr,"Foreign born, not a US citizen"
15700,Advanced,"Life, physical, and social science occupations",33.653751373291016,21935.802734375,Multiple races,Male,West,35-45 yr,"Native, born in US"
15701,Advanced,"Arts, design, entertainment, sports, and media occupations",24.0,13423.63671875,Hispanic,Male,West,55-65 yr,"Foreign born, not a US citizen"
15702,College,Office and administrative support occupations,16.5,12665.8837890625,Hispanic,Female,West,55-65 yr,"Foreign born, not a US citizen"
15703,Some college,Management occupations,140.1122283935547,15947.611328125,White,Male,West,35-45 yr,"Foreign born, naturalized US citizen"
15704,College,Management occupations,26.7225037954373,27157.0146484375,White,Female,West,65+ yr,"Foreign born, naturalized US citizen"
15705,Some college,Management occupations,40.458530617559035,29367.830078125,Asian,Male,West,35-45 yr,"Foreign born, not a US citizen"
15706,Advanced,Community and social service occupations,60.59090805053711,14662.2041015625,White,Male,West,35-45 yr,"Foreign born, naturalized US citizen"
15707,Some college,Healthcare support occupations,31.25,18531.01953125,White,Female,West,35-45 yr,"Foreign born, not a US citizen"
15708,Some college,"Installation, maintenance, and repair occupations",22.0,16572.462890625,Asian,Female,West,25-35 yr,"Native, born in US"
15709,Less than high school,Architecture and engineering occupations,22.0,16292.2822265625,Hispanic,Female,West,35-45 yr,"Native, born in US"
15710,Advanced,"Life, physical, and social science occupations",121.42476654052734,16890.572265625,Asian,Female,West,35-45 yr,"Foreign born, not a US citizen"
15711,Some college,Building and grounds cleaning and maintenance occupations,20.040934731210005,29911.8095703125,Hispanic,Male,West,65+ yr,"Native, born in US"
15712,High school,Computer and mathematical science occupations,36.0,15449.62109375,Hispanic,Male,West,55-65 yr,"Foreign born, not a US citizen"
15713,Some college,Architecture and engineering occupations,32.00438726562359,79696.369140625,Hispanic,Male,West,25-35 yr,"Native, born in US"
15714,Some college,"Farming, fishing, and forestry occupations",22.216334115429195,39854.349609375,Hispanic,Male,West,35-45 yr,"Native, born in US"
15715,High school,Office and administrative support occupations,21.63450050354004,18259.650390625,Hispanic,Male,West,45-55 yr,"Native, born abroad with American parent(s)"
15716,College,Construction and extraction occupations,32.563533008297036,40910.736328125,Hispanic,Male,West,35-45 yr,"Native, born in US"
15717,College,Personal care and service occupations,15.231839021943117,30634.0810546875,Asian,Female,West,35-45 yr,"Foreign born, not a US citizen"
15718,Some college,Healthcare support occupations,15.0,17335.658203125,White,Female,West,45-55 yr,"Foreign born, not a US citizen"
15719,Some college,Construction and extraction occupations,29.0,14279.98828125,White,Male,West,55-65 yr,"Foreign born, not a US citizen"
15720,High school,Construction and extraction occupations,37.47409152160275,22105.21533203125,Hispanic,Male,West,55-65 yr,"Native, born abroad with American parent(s)"
15721,Advanced,Transportation and material moving occupations,31.25,17157.994140625,Hispanic,Female,West,<25 yr,"Native, born in US"
15722,Some college,Protective service occupations,14.25,16326.7412109375,Hispanic,Female,West,55-65 yr,"Native, born in US"
15723,Some college,Community and social service occupations,16.0,14376.912109375,White,Female,West,35-45 yr,"Native, born abroad with American parent(s)"
15724,Some college,Community and social service occupations,11.0,23448.865234375,Multiple races,Male,West,<25 yr,"Native, born in US"
15725,High school,Healthcare support occupations,20.189930126963162,56555.14404296875,Hispanic,Male,West,35-45 yr,"Native, born in US"
15726,College,Food preparation and serving related occupations,15.0,46702.470703125,Hispanic,Female,West,<25 yr,"Native, born in US"
15727,Advanced,Management occupations,101.8998031616211,14735.6904296875,White,Male,West,35-45 yr,"Native, born abroad with American parent(s)"
15728,Some college,Office and administrative support occupations,20.0,15478.048828125,Hispanic,Female,West,55-65 yr,"Foreign born, not a US citizen"
15729,College,Business and financial operations occupations,22.0,16189.0859375,White,Female,West,35-45 yr,"Native, born abroad with American parent(s)"
15730,Less than high school,Management occupations,22.678566367568163,33182.69396972656,White,Female,West,45-55 yr,"Native, born in US"
15731,High school,Food preparation and serving related occupations,15.474290588144166,43423.939453125,Asian,Female,West,<25 yr,"Native, born in US"
15732,College,Transportation and material moving occupations,15.550000190734863,14727.0107421875,Asian,Female,West,35-45 yr,"Native, born in US"
15733,High school,Protective service occupations,15.0,16877.091796875,Hispanic,Female,West,65+ yr,"Native, born in US"
15734,Some college,Office and administrative support occupations,18.0,18875.35546875,Asian,Female,West,45-55 yr,"Foreign born, not a US citizen"
15735,Less than high school,Production occupations,15.0,9788.4814453125,Asian,Male,West,55-65 yr,"Foreign born, naturalized US citizen"
15736,Advanced,Healthcare practitioner and technical occupations,31.25,14840.4970703125,Asian,Female,West,35-45 yr,"Foreign born, not a US citizen"
15737,Advanced,Personal care and service occupations,21.0,19526.669921875,Hispanic,Male,West,35-45 yr,"Native, born in US"
15738,High school,Building and grounds cleaning and maintenance occupations,10.0,15382.384765625,White,Female,West,25-35 yr,"Foreign born, not a US citizen"
15739,College,Building and grounds cleaning and maintenance occupations,40.75,14646.1669921875,White,Female,West,35-45 yr,"Foreign born, naturalized US citizen"
15740,High school,Healthcare support occupations,23.076875686645508,21079.966796875,Multiple races,Male,West,55-65 yr,"Native, born in US"
15741,College,"Education, training, and library occupations",27.906050188097165,43808.8671875,White,Female,West,55-65 yr,"Foreign born, naturalized US citizen"
15742,High school,Legal occupations,18.83384572644644,31285.79296875,Hispanic,Female,West,55-65 yr,"Native, born in US"
15743,Some college,Building and grounds cleaning and maintenance occupations,23.809897657518448,40445.357421875,Hispanic,Male,West,35-45 yr,"Native, born in US"
15744,Some college,Management occupations,43.406120027077364,28077.240234375,White,Male,West,55-65 yr,"Foreign born, naturalized US citizen"
15745,College,Production occupations,76.61906183839564,32308.48046875,White,Female,West,<25 yr,"Native, born in US"
15746,High school,"Arts, design, entertainment, sports, and media occupations",17.14285659790039,16887.626953125,White,Female,West,45-55 yr,"Native, born in US"
15747,Some college,Business and financial operations occupations,28.0,10620.5712890625,Asian,Female,West,45-55 yr,"Native, born abroad with American parent(s)"
15748,Some college,Management occupations,56.25,9834.146484375,Asian,Male,West,55-65 yr,"Native, born abroad with American parent(s)"
15749,Less than high school,"Farming, fishing, and forestry occupations",16.0,13099.599609375,Native American,Male,West,45-55 yr,"Native, born in US"
15750,Some college,Food preparation and serving related occupations,31.25,11415.13671875,Native American,Female,West,45-55 yr,"Native, born in US"
15751,Some college,Architecture and engineering occupations,16.826749801635742,16745.71484375,Hispanic,Female,West,55-65 yr,"Foreign born, naturalized US citizen"
15752,College,Computer and mathematical science occupations,48.515430406891326,40511.517578125,Asian,Female,West,35-45 yr,"Native, born in US"
15753,College,Personal care and service occupations,16.95498945968971,51982.35546875,Black,Male,West,25-35 yr,"Native, born in US"
15754,Some college,Building and grounds cleaning and maintenance occupations,28.673312478901867,30145.1240234375,Hispanic,Male,West,55-65 yr,"Native, born in US"
15755,Advanced,Architecture and engineering occupations,91.78733717564536,30916.9677734375,Asian,Male,West,65+ yr,"Foreign born, naturalized US citizen"
15756,High school,Community and social service occupations,23.66834292441449,33913.384765625,White,Female,West,<25 yr,"Native, born in US"
15757,Advanced,Architecture and engineering occupations,50.41840186554344,32544.326171875,Hispanic,Male,West,25-35 yr,"Native, born in US"
15758,Some college,Food preparation and serving related occupations,15.557582012163042,40557.353515625,Hispanic,Male,West,<25 yr,"Foreign born, not a US citizen"
15759,College,Transportation and material moving occupations,13.973483262666779,21054.16796875,Asian,Female,West,45-55 yr,"Foreign born, naturalized US citizen"
15760,Some college,Healthcare support occupations,17.788249969482422,13763.9951171875,Asian,Female,West,45-55 yr,"Native, born in US"
15761,College,Business and financial operations occupations,31.25,13219.4970703125,Asian,Male,West,<25 yr,"Foreign born, naturalized US citizen"
15762,High school,"Education, training, and library occupations",36.0,11685.7021484375,Hispanic,Male,West,55-65 yr,"Native, born in US"
15763,Some college,Management occupations,26.125446685070692,50886.18359375,White,Female,West,45-55 yr,"Foreign born, not a US citizen"
15764,Some college,Healthcare practitioner and technical occupations,34.482757568359375,16656.130859375,Asian,Male,West,35-45 yr,"Native, born abroad with American parent(s)"
15765,Advanced,"Installation, maintenance, and repair occupations",56.25,15241.53125,Asian,Male,West,35-45 yr,"Foreign born, not a US citizen"
15766,College,Protective service occupations,14.0,14483.6025390625,White,Female,West,65+ yr,"Native, born in US"
15767,High school,Management occupations,18.33333396911621,16367.6328125,Asian,Male,West,25-35 yr,"Foreign born, not a US citizen"
15768,High school,Healthcare practitioner and technical occupations,21.25,15439.9931640625,Asian,Female,West,25-35 yr,"Foreign born, naturalized US citizen"
15769,Less than high school,Building and grounds cleaning and maintenance occupations,13.845999717712402,17467.2734375,Asian,Female,West,25-35 yr,"Foreign born, naturalized US citizen"
15770,College,Transportation and material moving occupations,73.15075817827697,23262.5625,White,Male,West,45-55 yr,"Foreign born, naturalized US citizen"
15771,College,Building and grounds cleaning and maintenance occupations,17.76164615033227,30485.46484375,White,Female,West,45-55 yr,"Foreign born, naturalized US citizen"
15772,College,Healthcare practitioner and technical occupations,25.0,17386.166015625,Asian,Female,West,25-35 yr,"Native, born abroad with American parent(s)"
15773,College,Office and administrative support occupations,59.82222366333008,13649.1201171875,White,Male,West,35-45 yr,"Foreign born, not a US citizen"
15774,Less than high school,Production occupations,24.0,16569.12890625,Hispanic,Male,West,25-35 yr,"Foreign born, naturalized US citizen"
15775,Some college,Sales and related occupations,18.32599921029554,21092.98779296875,Asian,Male,West,<25 yr,"Foreign born, naturalized US citizen"
15776,Less than high school,"Farming, fishing, and forestry occupations",16.42140561321889,50408.21484375,Hispanic,Male,West,65+ yr,"Foreign born, naturalized US citizen"
15777,Some college,Sales and related occupations,21.45687240294204,28744.40234375,Native American,Female,West,55-65 yr,"Native, born in US"
15778,Advanced,Healthcare practitioner and technical occupations,43.26900100708008,21778.80078125,Hispanic,Male,West,25-35 yr,"Native, born abroad with American parent(s)"
15779,Some college,Healthcare practitioner and technical occupations,42.75882952052556,41579.8486328125,Asian,Female,West,35-45 yr,"Foreign born, naturalized US citizen"
15780,Some college,Personal care and service occupations,16.66666603088379,22549.525390625,Multiple races,Female,West,25-35 yr,"Native, born in US"
15781,Some college,Management occupations,20.136257072196894,28347.41796875,Multiple races,Female,West,25-35 yr,"Native, born in US"
15782,College,Sales and related occupations,38.45000076293945,19526.5625,Hispanic,Male,West,35-45 yr,"Native, born abroad with American parent(s)"
15783,Some college,Transportation and material moving occupations,21.0,13444.3974609375,Hispanic,Female,West,25-35 yr,"Foreign born, naturalized US citizen"
15784,Less than high school,Sales and related occupations,25.961498260498047,18031.28125,Hispanic,Male,West,45-55 yr,"Native, born in Puerto Rico or other US island areas"
15785,Advanced,Food preparation and serving related occupations,18.5,13816.8408203125,White,Female,West,25-35 yr,"Foreign born, not a US citizen"
15786,College,Transportation and material moving occupations,22.738545934685344,62271.2021484375,White,Male,West,25-35 yr,"Foreign born, not a US citizen"
15787,Advanced,Business and financial operations occupations,42.62961630888884,34854.7578125,Hispanic,Female,West,45-55 yr,"Native, born in US"
15788,Less than high school,Food preparation and serving related occupations,13.0,14601.6083984375,Hispanic,Female,West,35-45 yr,"Native, born in US"
15789,Advanced,Personal care and service occupations,12.0,15781.60546875,White,Female,West,65+ yr,"Native, born in US"
15790,Some college,Protective service occupations,15.776226230888676,30825.60107421875,White,Female,West,55-65 yr,"Native, born in US"
15791,Some college,Personal care and service occupations,24.62767405604256,25433.28564453125,White,Male,West,35-45 yr,"Native, born in US"
15792,Some college,Construction and extraction occupations,18.5,17732.34765625,Native American,Male,West,<25 yr,"Native, born abroad with American parent(s)"
15793,Some college,Business and financial operations occupations,21.0,20205.140625,Native American,Female,West,<25 yr,"Native, born in US"
15794,Some college,Office and administrative support occupations,15.0,21545.673828125,Black,Female,West,25-35 yr,"Foreign born, naturalized US citizen"
15795,High school,Legal occupations,26.69802399668513,31848.47802734375,White,Female,West,25-35 yr,"Native, born in US"
15796,Some college,Food preparation and serving related occupations,13.33505152763635,36233.1162109375,Black,Female,Northeast,25-35 yr,"Native, born in US"
15797,Advanced,"Arts, design, entertainment, sports, and media occupations",36.53824996948242,12733.41015625,Multiple races,Female,Northeast,25-35 yr,"Native, born in US"
15798,College,Production occupations,33.74748749745626,29203.345703125,White,Male,Northeast,35-45 yr,"Foreign born, not a US citizen"
15799,College,Healthcare support occupations,50.45274226845391,30516.51513671875,White,Female,Northeast,25-35 yr,"Foreign born, not a US citizen"
15800,College,Food preparation and serving related occupations,19.25,11513.392578125,Black,Female,Northeast,25-35 yr,"Native, born in US"
15801,Some college,Healthcare support occupations,26.899999618530273,11656.1796875,White,Male,Northeast,<25 yr,"Foreign born, naturalized US citizen"
15802,Advanced,Sales and related occupations,112.08978271484375,11402.5791015625,Black,Male,Northeast,35-45 yr,"Foreign born, naturalized US citizen"
15803,Less than high school,Office and administrative support occupations,11.105645412930382,42785.7216796875,Black,Female,Northeast,<25 yr,"Native, born in US"
15804,College,Sales and related occupations,112.08978271484375,16105.4140625,Hispanic,Male,Northeast,55-65 yr,"Native, born in US"
15805,Less than high school,Transportation and material moving occupations,13.043478012084961,14101.0322265625,Black,Female,Northeast,25-35 yr,"Native, born in US"
15806,Some college,Production occupations,24.038249969482422,12744.3466796875,Hispanic,Male,Northeast,25-35 yr,"Foreign born, not a US citizen"
15807,High school,Production occupations,21.30197333225633,30962.528564453125,White,Female,Northeast,55-65 yr,"Foreign born, naturalized US citizen"
15808,Some college,Production occupations,28.845998764038086,15936.8291015625,Black,Male,Northeast,65+ yr,"Native, born in US"
15809,Some college,Food preparation and serving related occupations,15.13507018564149,63708.9658203125,Hispanic,Male,Northeast,<25 yr,"Native, born in US"
15810,College,Healthcare practitioner and technical occupations,24.0,9645.5341796875,Asian,Male,Northeast,55-65 yr,"Native, born abroad with American parent(s)"
15811,Some college,"Education, training, and library occupations",36.5,12420.5048828125,Hispanic,Male,Northeast,45-55 yr,"Foreign born, naturalized US citizen"
15812,Advanced,Office and administrative support occupations,16.5,11400.265625,Hispanic,Female,Northeast,45-55 yr,"Foreign born, naturalized US citizen"
15813,High school,Production occupations,20.90554458145644,16185.91796875,White,Male,Northeast,25-35 yr,"Foreign born, naturalized US citizen"
15814,Some college,Production occupations,20.0,20514.33203125,Black,Male,Northeast,<25 yr,"Native, born in US"
15815,Some college,Computer and mathematical science occupations,27.25,17275.375,Hispanic,Female,Northeast,45-55 yr,"Native, born in US"
15816,Some college,Protective service occupations,27.5,14463.2509765625,Hispanic,Male,Northeast,45-55 yr,"Native, born in US"
15817,High school,"Education, training, and library occupations",15.0,9781.5830078125,Hispanic,Female,Northeast,<25 yr,"Native, born in US"
15818,Some college,Transportation and material moving occupations,16.0,14756.4130859375,Hispanic,Male,Northeast,<25 yr,"Native, born in Puerto Rico or other US island areas"
15819,High school,Building and grounds cleaning and maintenance occupations,2.1500000953674316,8497.375,Hispanic,Female,Northeast,35-45 yr,"Native, born in Puerto Rico or other US island areas"
15820,College,Computer and mathematical science occupations,24.390243530273438,4078.990478515625,White,Male,South,65+ yr,"Foreign born, not a US citizen"
15821,College,Computer and mathematical science occupations,25.0,3344.36669921875,White,Female,South,35-45 yr,"Foreign born, not a US citizen"
